name,aliases,country,province,lat,lon,Route,URL
Lower Bridel Veil Falls,Bridal Veil Falls Area|Provo Canyon Ice|Provo Canyon|Southern Wasatch|Wasatch Range|Utah,United States,Utah,40.3131,-111.655,White Nightmare,https://www.mountainproject.com/route/105882810/white-nightmare
Santaquin Canyon Ice,Santaquin Canyon|Southern Wasatch|Wasatch Range|Utah,United States,Utah,39.919,-111.75198,Squash Head,https://www.mountainproject.com/route/105879672/squash-head
Willard,Northern Wasatch|Wasatch Range|Utah,United States,Utah,41.41312,-112.02225,Willard Canyon Waterfall,https://www.mountainproject.com/route/106650145/willard-canyon-waterfall
Rigid Designator Amphitheatre,Vail Ice|CO Ice & Mixed|Colorado,United States,Colorado,39.64212,-106.33005,The Thang aka Frigid Inseminator,https://www.mountainproject.com/route/105747824/the-thang-aka-frigid-inseminator
Amphitheater Area,Hyalite Canyon|Bozeman Area|Southwest Region|Montana,United States,Montana,45.43962,-110.96051,Switchback Falls,https://www.mountainproject.com/route/107398253/switchback-falls
Devil Track River,Grand Marais Area Ice Climbs (North Shore)|North Shore Ice|Minnesota,United States,Minnesota,47.76992,-90.26108,Nightfall,https://www.mountainproject.com/route/105930229/nightfall
02. Main Face (aka South Face - Lower),6.  Mt. Willard (Ice)|- Crawford Notch Ice & Mixed|* NH Ice and Mixed|New Hampshire,United States,New Hampshire,44.20216,-71.40932,Gully   1,https://www.mountainproject.com/route/106643437/gully-1
Parowan Canyon Ice,Parowan Canyon|Parowan|Southwest Utah|Utah,United States,Utah,37.77682,-112.83779,Hidden Haven,https://www.mountainproject.com/route/106093282/hidden-haven
Long's Peak/Mt. Meeker Cirque,RMNP - Mixed/Ice|CO Ice & Mixed|Colorado,United States,Colorado,40.25446,-105.61575,Lamb's Slide,https://www.mountainproject.com/route/105747568/lambs-slide
West Side,a. Mt. Hood|Oregon Volcanoes|Oregon,United States,Oregon,45.37458,-121.71288,Leuthold Couloir,https://www.mountainproject.com/route/105793182/leuthold-couloir
Rigid Designator Amphitheatre,Vail Ice|CO Ice & Mixed|Colorado,United States,Colorado,39.64212,-106.33005,Amphibian,https://www.mountainproject.com/route/105747864/amphibian
Upper Canyon South Side,2. North Facing/South Side|South Fork Shoshone ICE|Cody|Wyoming,United States,Wyoming,44.08151,-109.64515,Spyin' 'n Flyin',https://www.mountainproject.com/route/106082991/spyin-n-flyin
9. Cabin Creek,1. South Facing/North Side|South Fork Shoshone ICE|Cody|Wyoming,United States,Wyoming,44.1261,-109.63554,Cabin Fever,https://www.mountainproject.com/route/106072559/cabin-fever
Santaquin Canyon Ice,Santaquin Canyon|Southern Wasatch|Wasatch Range|Utah,United States,Utah,39.919,-111.75198,Backoff,https://www.mountainproject.com/route/105879679/backoff
08E - Elephant's Head Area,Smugglers Notch Ice|* VT Ice and Mixed|Vermont,United States,Vermont,44.55324,-72.79432,Ragnarock,https://www.mountainproject.com/route/107026002/ragnarock
Huntington Ravine - Winter Ice,* Mount Washington|* NH Ice and Mixed|New Hampshire,United States,New Hampshire,44.27339,-71.28705,Central Gully,https://www.mountainproject.com/route/105890662/central-gully
8. Hawkeye Ranch Area,1. South Facing/North Side|South Fork Shoshone ICE|Cody|Wyoming,United States,Wyoming,44.14424,-109.62546,The Main Vein,https://www.mountainproject.com/route/105981031/the-main-vein
North Face of Pike's Peak,Pike's Peak|Colorado Springs & vicinity|CO Ice & Mixed|Colorado,United States,Colorado,38.8406,-105.044,Total Abandon,https://www.mountainproject.com/route/105756253/total-abandon
Moraine Park/Fern Lake Trailhead,RMNP - Mixed/Ice|CO Ice & Mixed|Colorado,United States,Colorado,40.3753,-105.616,Jaws Falls,https://www.mountainproject.com/route/105747419/jaws-falls
Mount Rainier,Mount Rainier National Park|Southwest Cascades|South-West & Tacoma|Washington,United States,Washington,46.8529,-121.76047,Ptarmigan Ridge,https://www.mountainproject.com/route/106846325/ptarmigan-ridge
US Highway 550,Ouray (Ice/Mixed)|CO Ice & Mixed|Colorado,United States,Colorado,38.02432,-107.67134,Gravity's Rainbow,https://www.mountainproject.com/route/105747781/gravitys-rainbow
Palisade Area,Hyalite Canyon|Bozeman Area|Southwest Region|Montana,United States,Montana,45.46908,-110.93166,Palisade Falls,https://www.mountainproject.com/route/111491395/palisade-falls
Mount Pisgah,Lake Willoughby|* VT Ice and Mixed|Vermont,United States,Vermont,44.74518,-72.04622,Twenty Below Zero gully,https://www.mountainproject.com/route/107053335/twenty-below-zero-gully
Keystone Canyon,Valdez|South Central Alaska Ice and Alpine|South Central Alaska|Alaska,United States,Alaska,61.06545,-145.9093,Keystone Greensteps,https://www.mountainproject.com/route/107102935/keystone-greensteps
13E - The South Wall Area,Smugglers Notch Ice|* VT Ice and Mixed|Vermont,United States,Vermont,44.54913,-72.79144,Blue Room,https://www.mountainproject.com/route/107052983/blue-room
Mount Pisgah,Lake Willoughby|* VT Ice and Mixed|Vermont,United States,Vermont,44.74518,-72.04622,Crazy Diamond,https://www.mountainproject.com/route/106680182/crazy-diamond
Sand Point Road to Miners Castle,Munising|Upper Peninsula|Michigan,United States,Michigan,46.45158,-86.5961,The Curtains,https://www.mountainproject.com/route/105887001/the-curtains
South Park,Uncompahgre Gorge aka Ouray Ice Park|Ouray (Ice/Mixed)|CO Ice & Mixed|Colorado,United States,Colorado,38.01369,-107.66928,Fingerbang,https://www.mountainproject.com/route/106682865/fingerbang
Keystone Canyon,Valdez|South Central Alaska Ice and Alpine|South Central Alaska|Alaska,United States,Alaska,61.06545,-145.9093,Bridalveil Falls,https://www.mountainproject.com/route/108026985/bridalveil-falls
North Side,a. Mt. Hood|Oregon Volcanoes|Oregon,United States,Oregon,45.37694,-121.69033,North Face Right Gully,https://www.mountainproject.com/route/105792945/north-face-right-gully
Cottonwood Creek (Sherman to Cuba Gulch),Lake City|CO Ice & Mixed|Colorado,United States,Colorado,37.8993,-107.4394,Sherman Climb,https://www.mountainproject.com/route/106178148/sherman-climb
Mummy Area,Hyalite Canyon|Bozeman Area|Southwest Region|Montana,United States,Montana,45.4424,-110.9552,Feeding The Cat,https://www.mountainproject.com/route/107398295/feeding-the-cat
Amphitheater Area,Hyalite Canyon|Bozeman Area|Southwest Region|Montana,United States,Montana,45.43962,-110.96051,Thin Chance,https://www.mountainproject.com/route/107398274/thin-chance
Hessie,Eldora|CO Ice & Mixed|Colorado,United States,Colorado,39.96012,-105.6057,Hessie Chimney,https://www.mountainproject.com/route/105747572/hessie-chimney
Caribou Creek,South Central Alaska Ice and Alpine|South Central Alaska|Alaska,United States,Alaska,61.79144,-147.68585,Kid's Corner,https://www.mountainproject.com/route/109775258/kids-corner
08E - Elephant's Head Area,Smugglers Notch Ice|* VT Ice and Mixed|Vermont,United States,Vermont,44.55324,-72.79432,Elephant's head gully,https://www.mountainproject.com/route/109480479/elephants-head-gully
Sand Point Road to Miners Castle,Munising|Upper Peninsula|Michigan,United States,Michigan,46.45158,-86.5961,The Amphitheater,https://www.mountainproject.com/route/105887218/the-amphitheater
Grand Teton,Grand Teton National Park|Wyoming,United States,Wyoming,43.74092,-110.80253,Ford - Stettner Couloir (Ski Descent),https://www.mountainproject.com/route/105917047/ford-stettner-couloir-ski-descent
The Grocery Store Walls,Castlewood Canyon SP|Denver South|Colorado,United States,Colorado,39.35285,-104.76871,The Cornucopia,https://www.mountainproject.com/route/117238841/the-cornucopia
South Park,Uncompahgre Gorge aka Ouray Ice Park|Ouray (Ice/Mixed)|CO Ice & Mixed|Colorado,United States,Colorado,38.01369,-107.66928,Cartman's Mom,https://www.mountainproject.com/route/105906409/cartmans-mom
Mt. San Jacinto,San Jacinto Mountains|California,United States,California,33.81444,-116.67916,Snow Creek,https://www.mountainproject.com/route/107106623/snow-creek
West Side,a. Mt. Hood|Oregon Volcanoes|Oregon,United States,Oregon,45.37458,-121.71288,Reid Glacier Headwall,https://www.mountainproject.com/route/107987770/reid-glacier-headwall
Cathedral Ledge Ice Climbs,* North Conway Area|* NH Ice and Mixed|New Hampshire,United States,New Hampshire,44.06349,-71.16594,Remission,https://www.mountainproject.com/route/106337551/remission
3. Amphitheater Area,* Frankenstein Ice|* NH Ice and Mixed|New Hampshire,United States,New Hampshire,44.15516,-71.36736,Bob's Delight,https://www.mountainproject.com/route/106110136/bobs-delight
Camp Bird Road,Ouray (Ice/Mixed)|CO Ice & Mixed|Colorado,United States,Colorado,37.98459,-107.70051,The Talisman,https://www.mountainproject.com/route/105747935/the-talisman
Cathedral Ledge Ice Climbs,* North Conway Area|* NH Ice and Mixed|New Hampshire,United States,New Hampshire,44.06349,-71.16594,Thresher,https://www.mountainproject.com/route/106106658/thresher
Mount Murchison,Icefields Parkway|Alberta|North America|International,Canada,Alberta,51.91112,-116.71478,Murchison Falls,https://www.mountainproject.com/route/108715729/murchison-falls
3. Amphitheater Area,* Frankenstein Ice|* NH Ice and Mixed|New Hampshire,United States,New Hampshire,44.15516,-71.36736,Chia Direct,https://www.mountainproject.com/route/106360071/chia-direct
Mount Dennis,Yoho|Rockies|British Columbia|North America|International,Canada,British Columbia,51.37299,-116.47877,Guinness Gully,https://www.mountainproject.com/route/111642569/guinness-gully
"Winter-Spring (ice, snow, mixed)",Chair Peak|Snoqualmie Pass Area|Central-West Cascades & Seattle|Washington,United States,Washington,47.45961,-121.46692,Northeast Buttress,https://www.mountainproject.com/route/107989626/northeast-buttress
North Palisade,09 - Palisades & Surrounding Peaks|High Sierra|California,United States,California,37.0942,-118.514,U-Notch Couloir,https://www.mountainproject.com/route/105804285/u-notch-couloir
2. Upper Bench,2. North Facing/South Side|South Fork Shoshone ICE|Cody|Wyoming,United States,Wyoming,44.15394,-109.60202,Sendero Illuminoso,https://www.mountainproject.com/route/107011773/sendero-illuminoso
1. Lower Bench,2. North Facing/South Side|South Fork Shoshone ICE|Cody|Wyoming,United States,Wyoming,44.16929,-109.58267,Joy After Pain,https://www.mountainproject.com/route/108559596/joy-after-pain
Sand Point Road to Miners Castle,Munising|Upper Peninsula|Michigan,United States,Michigan,46.45158,-86.5961,Giddy Up,https://www.mountainproject.com/route/107826984/giddy-up
Waterfall Area,Poke-O Moonshine|Northeast|* Adirondack Ice & Mixed|Adirondacks|New York,United States,New York,44.40419,-73.50489,The Waterfall,https://www.mountainproject.com/route/108037258/the-waterfall
Main Face,Poke-O Moonshine|Northeast|* Adirondack Ice & Mixed|Adirondacks|New York,United States,New York,44.40653,-73.50361,Neurosis,https://www.mountainproject.com/route/106656344/neurosis
Stanley Headwall,Radium Highway (93 South)|Banff National Park|Alberta|North America|International,Canada,Alberta,51.18569,-116.05394,Nemesis,https://www.mountainproject.com/route/106927695/nemesis
The Magic Wall,Hyalite Canyon|Bozeman Area|Southwest Region|Montana,United States,Montana,45.44675,-110.96918,Black Magic,https://www.mountainproject.com/route/116217026/black-magic
Mt. Shasta,Mount Shasta Area|Northeast California|California,United States,California,41.4092,-122.1949,Hotlum-Bolam Ridge,https://www.mountainproject.com/route/107128776/hotlum-bolam-ridge
Keystone Canyon,Valdez|South Central Alaska Ice and Alpine|South Central Alaska|Alaska,United States,Alaska,61.06545,-145.9093,Hung Jury,https://www.mountainproject.com/route/107079738/hung-jury
Between the Bridges,Uncompahgre Gorge aka Ouray Ice Park|Ouray (Ice/Mixed)|CO Ice & Mixed|Colorado,United States,Colorado,38.01606,-107.67367,Brass Tacks,https://www.mountainproject.com/route/105747505/brass-tacks
Denali,Denali National Park|Interior Alaska/Alaska Range|Alaska,United States,Alaska,63.0724,-150.9467,The West Rib,https://www.mountainproject.com/route/105982748/the-west-rib
Hoosier Pass/Lincoln Fall,CO Ice & Mixed|Colorado,United States,Colorado,39.35576,-106.0825,Main Flow Right,https://www.mountainproject.com/route/105747874/main-flow-right
Chapel Pond Canyon,Keene Valley and Chapel Pond|* Adirondack Ice & Mixed|Adirondacks|New York,United States,New York,44.14185,-73.75333,Rule of the Bone,https://www.mountainproject.com/route/107955121/rule-of-the-bone
Cascade Mountain Ice,Cascade Mountain|Banff National Park|Alberta|North America|International,Canada,Alberta,51.2136,-115.5439,Cascade Falls,https://www.mountainproject.com/route/107447011/cascade-falls
(b) North Face,Tahquitz Rock|Tahquitz & Suicide Rocks|California,United States,California,33.76108,-116.68221,West Lark,https://www.mountainproject.com/route/105799966/west-lark
Come and Get It Wall,Hyalite Canyon|Bozeman Area|Southwest Region|Montana,United States,Montana,45.44503,-110.96835,Come and Get It,https://www.mountainproject.com/route/118197509/come-and-get-it
Lower Bridel Veil Falls,Bridal Veil Falls Area|Provo Canyon Ice|Provo Canyon|Southern Wasatch|Wasatch Range|Utah,United States,Utah,40.3131,-111.655,Bridal Veil Right,https://www.mountainproject.com/route/105882807/bridal-veil-right
South Park,Uncompahgre Gorge aka Ouray Ice Park|Ouray (Ice/Mixed)|CO Ice & Mixed|Colorado,United States,Colorado,38.01369,-107.66928,Chinpokomon,https://www.mountainproject.com/route/106682837/chinpokomon
Eureka,Silverton|CO Ice & Mixed|Colorado,United States,Colorado,37.8808,-107.5666,Goldrush,https://www.mountainproject.com/route/105747995/goldrush
Pine Creek,Paradise Valley|Bozeman Area|Southwest Region|Montana,United States,Montana,45.4977,-110.519,Green Gully,https://www.mountainproject.com/route/107983991/green-gully
Cathedral Ledge Ice Climbs,* North Conway Area|* NH Ice and Mixed|New Hampshire,United States,New Hampshire,44.06349,-71.16594,North End Slab,https://www.mountainproject.com/route/106106652/north-end-slab
North Face of Pike's Peak,Pike's Peak|Colorado Springs & vicinity|CO Ice & Mixed|Colorado,United States,Colorado,38.8406,-105.044,Blind Assumption,https://www.mountainproject.com/route/105756700/blind-assumption
2. Schoolhouse Creek & Illogicicle,1. South Facing/North Side|South Fork Shoshone ICE|Cody|Wyoming,United States,Wyoming,44.21032,-109.55461,The Schoolhouse Route,https://www.mountainproject.com/route/106359194/the-schoolhouse-route
NE Buttress Hallett Peak - mixed/ice,Hallett Peak - ice/mixed/snow|Emerald Lake / Tyndall Gorge|Bear Lake Trailheads|RMNP - Mixed/Ice|CO Ice & Mixed|Colorado,United States,Colorado,40.30751,-105.674,"Hallett Chimney, AI5 M5",https://www.mountainproject.com/route/105830540/hallett-chimney-ai5-m5
Chouinards,Lee Vining Ice and Mixed|Lee Vining Canyon / Tioga Road|Eastern Sierra|California,United States,California,37.94147,-119.22525,Chouinards'  Right,https://www.mountainproject.com/route/105973587/chouinards-right
06. All Winter Ice Routes - Chimney Pond & other Sub-Areas,Katahdin|j. The Maine Highlands (inc. BSP / Katahdin )|Maine,United States,Maine,45.91351,-68.91171,Cilley-Barber,https://www.mountainproject.com/route/106061987/cilley-barber
South Mineral Creek,Silverton|CO Ice & Mixed|Colorado,United States,Colorado,37.80642,-107.77387,Snowblind,https://www.mountainproject.com/route/106067385/snowblind
The Unnamed Wall,Hyalite Canyon|Bozeman Area|Southwest Region|Montana,United States,Montana,45.4431,-110.9679,Bingo World,https://www.mountainproject.com/route/111515233/bingo-world
- Kinsman Notch Ice (aka Luck O' The Irish crag),- Kinsman Notch|* NH Ice and Mixed|New Hampshire,United States,New Hampshire,44.02923,-71.76617,Shamrock,https://www.mountainproject.com/route/106119418/shamrock
East Rosebud Ice Climbing,East Rosebud|Beartooth Mountains|South Central Region|Montana,United States,Montana,45.19581,-109.64314,California Ice,https://www.mountainproject.com/route/118971559/california-ice
Cascade Pass,Keene Valley and Chapel Pond|* Adirondack Ice & Mixed|Adirondacks|New York,United States,New York,44.2252,-73.8752,Pitchoff Left,https://www.mountainproject.com/route/106633498/pitchoff-left
Hinterlands,* Rumney Ice Climbs|* NH Ice and Mixed|New Hampshire,United States,New Hampshire,43.80188,-71.8343,Geographic Factor,https://www.mountainproject.com/route/105914529/geographic-factor
6. Standard Route Area,* Frankenstein Ice|* NH Ice and Mixed|New Hampshire,United States,New Hampshire,44.16007,-71.36916,Waterfall,https://www.mountainproject.com/route/106986743/waterfall
South Park,Uncompahgre Gorge aka Ouray Ice Park|Ouray (Ice/Mixed)|CO Ice & Mixed|Colorado,United States,Colorado,38.01369,-107.66928,Pinkeye,https://www.mountainproject.com/route/106682850/pinkeye
